long,lat,nombre,domicilio,imagen,automat,observ,nro_est,horario,dire_norm
-58.4345767879498,-34.6084590356008,Parque Centenario,Patricias Argentinas y Carlos Finlay,estacion_automatica.png,AUTOMÁTICA,Abril 2015 (pasó de ser Manual a Automática),29,Estación automática: disponibilidad las 24 horas,"PATRICIAS ARGENTINAS AV. y FINLAY, CARLOS J. AV."
-58.4066133884138,-34.6400292426058,Parque Patricios,Iguazú y Uspallata,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Mayo 2015,21,Estación automática: disponibilidad las 24 horas,IGUAZU y USPALLATA
-58.3973783649902,-34.5903936115174,Peña,Azcuénaga y Peña,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Abril de 2015 (se incorpora con el sistema automático),30,Estación automática: disponibilidad las 24 horas,AZCUENAGA y PEÑA
-58.3735314291533,-34.6077277956862,Catedral,San Martín y Rivadavia,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Abril de 2015 (se incorpora con el sistema automático),32,Estación automática: disponibilidad las 24 horas,SAN MARTIN y RIVADAVIA AV.
-58.3718578675869,-34.596327388791,Ingeniero Butty,Ing. Butty y Leandro N. Alem,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Abril de 2015 (se incorpora con el sistema automático),35,Estación automática: disponibilidad las 24 horas,"BUTTY, E., ING. y ALEM, LEANDRO N. AV."
-58.3765960288027,-34.6053688674684,Maipú,Maipú y Sarmiento,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Abril de 2015 (se incorpora con el sistema automático),36,Estación automática: disponibilidad las 24 horas,MAIPU y SARMIENTO
-58.3778640062235,-34.6079143637099,Piedras,Esmeralda y Rivadavia,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Abril de 2015 (se incorpora con el sistema automático),37,Estación automática: disponibilidad las 24 horas,ESMERALDA y RIVADAVIA AV.
-58.3828953844952,-34.5969901800416,Plaza Libertad,Cerrito y Marcelo T. de Alvear,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Abril de 2015 (se incorpora con el sistema automático),38,Estación automática: disponibilidad las 24 horas,"CERRITO y ALVEAR, MARCELO T. DE"
-58.4075919835788,-34.636519409884,Urquiza,Gral Urquiza y Rondeau,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Julio 2015,41,Estación automática: disponibilidad las 24 horas,"URQUIZA, GRAL. y RONDEAU"
-58.3987170852058,-34.5971266094165,Facultad de Medicina,Uriburu y Marcelo T. de Alvear,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Junio 2015,33,Estación automática: disponibilidad las 24 horas,URIBURU JOSE E. y ALVEAR MARCELO T DE
-58.3741572861577,-34.5995794260034,Galerías Pacífico,"San Martín 710, entre Viamonte y Córdoba",estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Junio 2015,34,Estación automática: disponibilidad las 24 horas,710 SAN MARTIN
-58.373371100742,-34.6043980605276,Sarmiento,"Sarmiento 481, entre Reconquista y San Martín",estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Junio 2015,40,Estación automática: disponibilidad las 24 horas,481 SARMIENTO
-58.4145948777535,-34.5754853233668,Zoológico,Av Del Libertador y Av Sarmiento,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Junio 2015,44,Estación automática: disponibilidad las 24 horas,AV DEL LIBERTADOR y AV SARMIENTO
-58.3824487653053,-34.6015861695762,Tucumán,Tucumán y Cerrito,estacion_automatica.png,AUTOMÁTICA,Julio 2015,51,Estación automática: disponibilidad las 24 horas,TUCUMAN y CERRITO
-58.3743888245427,-34.6163784807971,Chile,Perú 726,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Julio 2015,46,Estación automática: disponibilidad las 24 horas,726 PERU
-58.3769007239132,-34.598515523188,Córdoba,Maipú 820,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Julio 2015,62,Estación automática: disponibilidad las 24 horas,820 MAIPU
-58.3742822955873,-34.5958814445217,Ricardo Rojas,San Martín 1031,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Julio 2015,53,Estación automática: disponibilidad las 24 horas,1031 SAN MARTIN
-58.3796518439418,-34.60464173704,Diagonal Norte,Roque Sáenz Peña y Suipacha,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Agosto 2015,42,Estación automática: disponibilidad las 24 horas,SAENZ PEÑA ROQUE AV y SUIPACHA
-58.3711554748628,-34.6016384998143,25 de Mayo,25 de Mayo y Lavalle,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Agosto 2015,60,Estación automática: disponibilidad las 24 horas,25 DE MAYO y LAVALLE
-58.3853975745649,-34.6066473499434,Rivarola,Dr. Rodolfo Rivarola 175 entre Tte. Gral. Juan Domingo Perón y Bartolomé Mitre,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Septiembre 2015,68,Estación automática: disponibilidad las 24 horas,175 RIVAROLA RODOLFO DR
-58.3705766233938,-34.6133846464968,Belgrano,Balcarce 482 entre Belgrano y Venezuela,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Septiembre 2015,57,Estación automática: disponibilidad las 24 horas,482 BALCARCE
-58.4146677521709,-34.6070890121579,Sánchez de Bustamante,Sánchez de Bustamante y Perón Juan,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Septiembre 2015,52,Estación automática: disponibilidad las 24 horas,SANCHEZ DE BUSTAMANTE y PERON JUAN D
-58.4262666390011,-34.607429501613,Hospital Italiano,Rawson entre Potosí y Díaz Vélez,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,82,Estación automática: disponibilidad las 24 horas,RAWSON y DIAZ VELEZ AV
-58.411495316774,-34.5902244780447,Coronel Díaz,Güemes 3328 y Coronel Diaz,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,59,Estación automática: disponibilidad las 24 horas,3328 GUEMES
-58.4159396842283,-34.5872157390033,Julián Álvarez,Güemes 3822 entre Julián Álvarez y Araoz,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,65,Estación automática: disponibilidad las 24 horas,3822 GUEMES
-58.3715948631615,-34.6054911775454,Perón,Perón Juan entre 25 de Mayo y Reconquista,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Agosto 2015,48,Estación automática: disponibilidad las 24 horas,PERON JUAN D y RECONQUISTA
-58.4346263169982,-34.575189674801,Ministro Carranza,Santa Fe 5327 entre Dorrego y Arévalo,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Octubre 2015,58,Estación automática: disponibilidad las 24 horas,5327 SANTA FE AV
-58.425072429468,-34.5893711824472,Plaza Palermo Viejo,Costa Rica y Malabia,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Octubre 2015,56,Estación automática: disponibilidad las 24 horas,COSTA RICA y MALABIA
-58.3949273062838,-34.607572645092,Ayacucho,Ayacucho entre Perón Juan y Bartolomé Mitre,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Enero 2016,76,Estación automática: disponibilidad las 24 horas,AYACUCHO y PERON JUAN D
-58.3944396826117,-34.5941490349228,Riobamba,Riobamba y Juncal,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Enero 2016,64,Estación automática: disponibilidad las 24 horas,RIOBAMBA y JUNCAL
-58.4397092182403,-34.6031623613886,Padilla,Padilla y Warnes Av,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Enero 2016,31,Estación automática: disponibilidad las 24 horas,PADILLA y WARNES AV
-58.4494420637588,-34.5918191166975,Guzmán,Guzmán y Leiva,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Enero 2016,94,Estación automática: disponibilidad las 24 horas,GUZMÁN y LEIVA
-58.3828429677206,-34.6029957670657,Cerrito,Av. Roque Saenz Peña 1149 entre Libertad y Cerrito,estacion_automatica.png,AUTOMÁTICA,"Nueva estación! - Febrero 2016 (antes figuraba con nombre ""Libertad"")",71,Estación automática: disponibilidad las 24 horas,1149 SAENZ PEÑA ROQUE AV
-58.434242799114,-34.604571775755,Instituto Leloir,"Av. Patricias Argentinas 401, entre Juana de Ibarbourou y Av. Machado",estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,74,Estación automática: disponibilidad las 24 horas,401  PATRICIAS ARGENTINAS AV
-58.3735574617984,-34.6107824192457,Colegio Nacional Buenos Aires,Bolivar entre Adolfo Alsina y Moreno,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,47,Estación automática: disponibilidad las 24 horas,251 BOLIVAR
-58.3708343749879,-34.6090860400313,Ministerio de Economía,Balcarce 101 entre Av. Hipólito Yrigoyen y Alsina,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,61,Estación automática: disponibilidad las 24 horas,101 BALCARCE
-58.3781735400286,-34.6020919024436,Esmeralda,Esmeralda 510,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,95,Estación automática: disponibilidad las 24 horas,510 ESMERALDA
-58.4043560649594,-34.5958623506374,Ecuador,Ecuador 1200 y Mansilla,estacion_automatica.png,AUTOMÁTICA,Nueva estación! - Febrero 2016,69,Estación automática: disponibilidad las 24 horas,ECUADOR y MANSILLA LUCIO NORBERTO
-58.3745525014373,-34.613650393455,Venezuela,Perú 490 y Venezuela,estacion_automatica.png,AUTOMÁTICA,Nueva estación: 29/02/2016,72,Estación automática: disponibilidad las 24 horas,490 PERU
-58.372723516254,-34.59946924973,Reconquista,Reconquista 716 y Av Córdoba,estacion_automatica.png,AUTOMÁTICA,Nueva estación: 29/02/2016,63,Estación automática: disponibilidad las 24 horas,716 RECONQUISTA
-58.4356154872673,-34.5962805421679,Malabia,Malabia 780 y Loyola,estacion_automatica.png,AUTOMÁTICA,Junio 2016,99,Estación automática: disponibilidad las 24 horas,780 MALABIA
-58.4115848948388,-34.602891143934,Carlos Gardel,Guardia Vieja 3302,estacion_automatica.png,AUTOMÁTICA,Junio 2016,96,Estación automática: disponibilidad las 24 horas,3302 GUARDIA VIEJA
-58.4282675930135,-34.6008183886904,Yatay,Yatay 925 entre Humahuaca y Guardia Vieja,estacion_automatica.png,AUTOMÁTICA,Noviembre 2016,121,Estación automática: disponibilidad las 24 horas,925 YATAY
-58.3975470659679,-34.6174914920679,Pasco,Pasco 708 entre Chile y Av Independencia,estacion_automatica.png,AUTOMÁTICA,Julio 2016,91,Estación automática: disponibilidad las 24 horas,708 PASCO
-58.3708787659055,-34.6158474133672,Balcarce,Balcarce 683 entre Chile y Defensa,estacion_automatica.png,AUTOMÁTICA,Junio 2016,81,Estación automática: disponibilidad las 24 horas,683 BALCARCE
-58.3781217189669,-34.6117139986102,Moreno,Moreno 834 entre Tacuarí y Piedras,estacion_automatica.png,AUTOMÁTICA,Julio 2016,98,Estación automática: disponibilidad las 24 horas,834 MORENO
-58.3725350641629,-34.5947530965532,Della Paolera,Carlos M. Della Paolera 297 entre Leandro N Alem y Eduardo Madero,estacion_automatica.png,AUTOMÁTICA,Noviembre 2016,114,Estación automática: disponibilidad las 24 horas,297 DELLA PAOLERA CARLOS M
-58.3954716595379,-34.6022901190225,Lavalle,Ayacucho 595 entre Tucumán y Lavalle,estacion_automatica.png,AUTOMÁTICA,Junio 2016,84,Estación automática: disponibilidad las 24 horas,595 AYACUCHO
-58.409034003474,-34.5946161105705,Aguero,Aguero y Mansilla,estacion_automatica.png,AUTOMÁTICA,Enero 2016,85,Estación automática: disponibilidad las 24 horas,AGUERO Y MANSILLA
-58.41385892691,-34.5946291440332,Billinghurst,De la Cárcova 3508,estacion_automatica.png,AUTOMÁTICA,Junio 2016,66,Estación automática: disponibilidad las 24 horas,3508 DE LA CARCOVA
-58.4258164359583,-34.5926725119968,Aráoz,Aráoz 1413 entre Gorriti y Honduras,estacion_automatica.png,AUTOMÁTICA,Junio 2016,70,Estación automática: disponibilidad las 24 horas,1413 ARAOZ
-58.3696217086806,-34.5993374576641,Bouchard,Viamonte 101 y Bouchard,estacion_automatica.png,AUTOMÁTICA,Julio 2016,55,Estación automática: disponibilidad las 24 horas,101 VIAMONTE
-58.3907862838861,-34.5878120499245,Quintana,Manuel Quintana 600,estacion_automatica.png,AUTOMÁTICA,Noviembre 2016,115,Estación automática: disponibilidad las 24 horas,600 QUINTANA MANUEL
-58.4011477812048,-34.5836773298631,Hospital Rivadavia,Lucena Pereyra 2516 entre Las Heras y Pagano,estacion_automatica.png,AUTOMÁTICA,Agosto 2016,50,Estación automática: disponibilidad las 24 horas,2516 PEREYRA LUCENA
-58.404230050846,-34.6128670912616,Misiones,Misiones entre Adolfo Alsina y Moreno,estacion_automatica.png,AUTOMÁTICA,Agosto de 2016,88,Estación automática: disponibilidad las 24 horas,MISIONES y ALSINA ADOLFO
-58.3803382442443,-34.5914156869824,Suipacha y Arroyo,Arroyo y Suipacha,estacion_automatica.png,AUTOMÁTICA,"Agosto 2016 - En Julio de 2017 cambió su nombre y ubicación. Antes era ""Arroyo""",78,Estación automática: disponibilidad las 24 horas,ARROYO y SUIPACHA
-58.4303198693955,-34.6241295471149,Doblas,Doblas 608 y Valle,estacion_automatica.png,AUTOMÁTICA,Agosto 2016,80,Estación automática: disponibilidad las 24 horas,608 DOBLAS
-58.425477470589,-34.6385009158718,Senillosa,Senillosa 1905 y zañartú,estacion_automatica.png,AUTOMÁTICA,Agosto 2016,67,Estación automática: disponibilidad las 24 horas,1905 SENILLOSA
-58.4315358969846,-34.6198285372612,Guayaquil,Guayaquil 213 y Doblas,estacion_automatica.png,AUTOMÁTICA,Nueva! Septiembre 2016,87,Estación automática: disponibilidad las 24 horas,213 GUAYAQUIL
-58.4274014111176,-34.6352502807008,Avelino Díaz,Avelino Díaz 499 y Doblas,estacion_automatica.png,AUTOMÁTICA,Nueva! Septiembre 2016,97,Estación automática: disponibilidad las 24 horas,499 DIAZ AVELINO
-58.4224224038072,-34.6288173658193,Treinta y Tres Orientales,Constitución 4101 y Treinta y Tres Orientales,estacion_automatica.png,AUTOMÁTICA,Nueva! Septiembre 2016,49,Estación automática: disponibilidad las 24 horas,4101  CONSTITUCION
-58.4017203693307,-34.6213560813577,Saavedra,Saavedra 1027 entre Carlos Calvo Y Humberto 1º,estacion_automatica.png,AUTOMÁTICA,Septiembre 2016,86,Estación automática: disponibilidad las 24 horas,1027 SAAVDREA
-58.3933174506005,-34.5891497441135,Cementerio de la Recoleta,Vicente López 2050 entre Junín y Uriburu,estacion_automatica.png,AUTOMÁTICA,Inaugurada 3/10/2016,166,Estación automática: disponibilidad las 24 horas,2050 LOPEZ VICENTE
-58.3639690795297,-34.6117206752694,Azucena Villaflor,Azucena Villaflor y Pierina Dealessi,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,79,Estación automática: disponibilidad las 24 horas,VILLAFLOR AZUCENA y DEALESSI PIERINA
-58.3630905091709,-34.6180820211727,Vera Peñaloza,Rosario Vera Peñaloza y Olga Cossettini,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,150,Estación automática: disponibilidad las 24 horas,ROSARIO VERA PEÑALOZA y OLGA COSSETINI
-58.4028266768832,-34.6168125831672,México,Saavedra y México,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,118,Estación automática: disponibilidad las 24 horas,MEXICO y SAAVEDRA
-58.3958974659054,-34.6151962004792,Rincón,Venezuela 2091 y Rincón,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,106,Estación automática: disponibilidad las 24 horas,2091 REPUBLICA BOLIVARIANA DE VENEZUELA
-58.4050191499757,-34.6317246877284,Salcedo,Salcedo 2908 y Dean Funes,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,92,Estación automática: disponibilidad las 24 horas,2908 SALCEDO
-58.3948309043474,-34.6112703094325,Sarandí,Sarandí entre Adolfo Alsina e Hipólito Yrigoyen,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,77,Estación automática: disponibilidad las 24 horas,SARANDI e YRIGOYEN HIPOLITO AV
-58.3989047029342,-34.6121235856114,Plaza Primero de Mayo,Pichincha entre Adolfo Alsina y Moreno,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,75,Estación automática: disponibilidad las 24 horas,PICHINCHA y ALSINA ADOLFO
-58.4091104754517,-34.6175490894938,Hospital Ramos Mejía,"Agrelo entre  Gral. Urquiza, y Gral. La Rioja",estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,120,Estación automática: disponibilidad las 24 horas,URQUIZA GRAL y AGRELO
-58.360905798483,-34.6118079128888,Aimé Painé,Azucena Villaflor 553 entre Calabria y Aimé Painé,estacion_automatica.png,AUTOMÁTICA,Diciembre 2016,151,Estación automática: disponibilidad las 24 horas,553 VILLAFLOR AZUCENA
-58.4429012738521,-34.5998125732878,Acevedo,Acevedo y Padilla,estacion_automatica.png,AUTOMÁTICA,Enero 2017,136,Estación automática: disponibilidad las 24 horas,ACEVEDO y PADILLA
-58.4424227041164,-34.5890491463383,Fitz Roy,Fitz Roy 1092 y Loyola,estacion_automatica.png,AUTOMÁTICA,Enero 2017,101,Estación automática: disponibilidad las 24 horas,1092 FITZ ROY
-58.3562574144993,-34.6287807815099,Usina del Arte,Caffarena Agustín y Don Pedro de Mendoza,estacion_automatica.png,AUTOMÁTICA,Enero 2017,108,Estación automática: disponibilidad las 24 horas,CAFFARENA AGUSTIN y DON PEDRO DE MENDOZA
-58.4155158417582,-34.6118758790199,Don Bosco,Don Bosco y Virrey LIniers,estacion_automatica.png,AUTOMÁTICA,Enero 2017,134,Estación automática: disponibilidad las 24 horas,DON BOSCO y LINIERS VIRREY
-58.3591314290536,-34.6174858237339,Julieta Lanteri,Vera Peñalosa entre Calabria y Julieta Lanteri,estacion_automatica.png,AUTOMÁTICA,Enero 2017,152,Estación automática: disponibilidad las 24 horas,VERA PEÑALOZA ROSARIO y LANTERI JULIETA
-58.4196778632351,-34.6020579240949,Humahuaca,Humahuaca 3918,estacion_automatica.png,AUTOMÁTICA,Enero 2017,161,Estación automática: disponibilidad las 24 horas,3918 HUMAHUACA
-58.3869126629142,-34.6016160280163,Uruguay,Tucumán y Uruguay,estacion_automatica.png,AUTOMÁTICA,Febrero 2017,45,Estación automática: disponibilidad las 24 horas,TUCUMAN y URUGUAY
-58.3807663115229,-34.6123893028971,9 de Julio,9 de Julio y Moreno,estacion_automatica.png,AUTOMÁTICA,Febrero 2017,112,Estación automática: disponibilidad las 24 horas,9 DE JULIO AV y MORENO
-58.3976842717633,-34.5883718391208,Emilio Mitre,Plaza Emilio Mitre - Larrea y Pacheco de Melo,estacion_automatica.png,AUTOMÁTICA,Febrero 2017,119,Estación automática: disponibilidad las 24 horas,LARREA y PACHECO DE MELO JOSE
-58.3682319681783,-34.6041288551832,Plaza Hipólito Bouchard,Plaza Hipólito Bouchard - Av Eduardo Madero y Perón Juan,estacion_automatica.png,AUTOMÁTICA,Febrero 2017,128,Estación automática: disponibilidad las 24 horas,MADERO EDUARDO AV y PERON JUAN D
-58.3736760826555,-34.6031208697631,Corrientes,Av Corrientes y San Martín,estacion_automatica.png,AUTOMÁTICA,Febrero 2017,132,Estación automática: disponibilidad las 24 horas,CORRIENTES AV y SAN MARTIN
-58.3797648546651,-34.5964557626181,Marcelo T. de Alvear,Marcelo T de Alvear y Suipacha,estacion_automatica.png,AUTOMÁTICA,Febrero 2017,135,Estación automática: disponibilidad las 24 horas,ALVEAR MARCELO T y SUIPACHA
